Shipping_Mode,Delivery_Status,Late_delivery_risk,Days_for_shipping_(real),Days_for_shipment_(scheduled),shipping_date_(DateOrders),Shipping_Date_Key,Shipping_Id
Standard Class,Advance shipping,0,3,4,2018-01-15 09:29:00,20180115,373
Standard Class,Advance shipping,0,2,4,2018-01-14 09:08:00,20180114,374
Standard Class,Late delivery,1,6,4,2018-01-18 08:47:00,20180118,375
Standard Class,Shipping canceled,0,5,4,2018-01-17 08:26:00,20180117,376
Second Class,Late delivery,1,4,2,2018-01-16 08:05:00,20180116,377
Standard Class,Advance shipping,0,3,4,2018-01-15 07:44:00,20180115,378
Second Class,Shipping on time,0,2,2,2018-01-14 07:23:00,20180114,379
First Class,Late delivery,1,2,1,2018-01-14 07:02:00,20180114,380
Second Class,Late delivery,1,5,2,2018-01-17 06:41:00,20180117,381
Second Class,Late delivery,1,4,2,2018-01-16 06:20:00,20180116,382
Standard Class,Advance shipping,0,3,4,2018-01-15 05:59:00,20180115,383
Standard Class,Advance shipping,0,2,4,2018-01-14 05:38:00,20180114,384
Standard Class,Late delivery,1,6,4,2018-01-18 05:16:00,20180118,385
Standard Class,Late delivery,1,5,4,2018-01-17 04:55:00,20180117,386
Second Class,Late delivery,1,4,2,2018-01-16 04:34:00,20180116,387
Second Class,Shipping canceled,0,3,2,2018-01-15 04:13:00,20180115,388
Standard Class,Advance shipping,0,2,4,2018-01-14 03:52:00,20180114,389
Standard Class,Late delivery,1,6,4,2018-01-18 03:31:00,20180118,390
Standard Class,Late delivery,1,5,4,2018-01-17 03:10:00,20180117,391
Second Class,Late delivery,1,4,2,2018-01-16 02:49:00,20180116,392
Standard Class,Advance shipping,0,3,4,2018-01-15 02:28:00,20180115,393
Standard Class,Advance shipping,0,2,4,2018-01-14 02:07:00,20180114,394
Second Class,Late delivery,1,6,2,2018-01-18 01:46:00,20180118,395
Second Class,Late delivery,1,5,2,2018-01-17 01:25:00,20180117,396
First Class,Late delivery,1,2,1,2018-01-14 01:04:00,20180114,397
First Class,Late delivery,1,2,1,2018-01-14 00:43:00,20180114,398
Second Class,Shipping on time,0,2,2,2018-01-14 00:22:00,20180114,399
Second Class,Late delivery,1,6,2,2018-01-18 00:01:00,20180118,400
Second Class,Late delivery,1,5,2,2018-01-16 23:40:00,20180116,401
First Class,Late delivery,1,2,1,2018-01-13 23:19:00,20180113,402
First Class,Late delivery,1,2,1,2018-01-13 22:58:00,20180113,403
First Class,Late delivery,1,2,1,2018-01-13 22:37:00,20180113,404
Standard Class,Late delivery,1,6,4,2018-01-17 22:16:00,20180117,405
Standard Class,Late delivery,1,5,4,2018-01-16 21:55:00,20180116,406
Standard Class,Shipping on time,0,4,4,2018-01-15 21:34:00,20180115,407
Standard Class,Advance shipping,0,3,4,2018-01-14 21:13:00,20180114,408
Standard Class,Advance shipping,0,2,4,2018-01-13 20:52:00,20180113,409
Standard Class,Late delivery,1,6,4,2018-01-17 20:31:00,20180117,410
Standard Class,Late delivery,1,5,4,2018-01-16 20:10:00,20180116,411
Standard Class,Shipping on time,0,4,4,2018-01-15 19:49:00,20180115,412
Standard Class,Advance shipping,0,3,4,2018-01-14 19:28:00,20180114,413
Standard Class,Advance shipping,0,2,4,2018-01-13 19:07:00,20180113,414
Standard Class,Late delivery,1,6,4,2018-01-17 18:46:00,20180117,415
Standard Class,Late delivery,1,5,4,2018-01-16 18:25:00,20180116,416
Standard Class,Shipping on time,0,4,4,2018-01-15 18:04:00,20180115,417
Standard Class,Advance shipping,0,3,4,2018-01-14 17:43:00,20180114,418
Standard Class,Advance shipping,0,2,4,2018-01-13 17:22:00,20180113,419
Standard Class,Late delivery,1,6,4,2018-01-17 17:01:00,20180117,420
Standard Class,Late delivery,1,5,4,2018-01-16 16:40:00,20180116,421
Second Class,Late delivery,1,4,2,2018-01-15 16:19:00,20180115,422
Second Class,Late delivery,1,3,2,2018-01-14 15:58:00,20180114,423
First Class,Late delivery,1,2,1,2018-01-13 15:37:00,20180113,424
Second Class,Late delivery,1,6,2,2018-01-17 15:16:00,20180117,425
Second Class,Late delivery,1,5,2,2018-01-16 14:55:00,20180116,426
Second Class,Late delivery,1,4,2,2018-01-15 14:34:00,20180115,427
Same Day,Late delivery,1,1,0,2018-01-12 02:13:00,20180112,428
Same Day,Late delivery,1,1,0,2018-01-12 01:52:00,20180112,429
Same Day,Late delivery,1,1,0,2018-01-12 01:31:00,20180112,430
Same Day,Late delivery,1,1,0,2018-01-12 01:10:00,20180112,431
Same Day,Late delivery,1,1,0,2018-01-12 00:49:00,20180112,432
Same Day,Shipping canceled,0,1,0,2018-01-12 00:28:00,20180112,433
Same Day,Late delivery,1,1,0,2018-01-12 00:06:00,20180112,434
Standard Class,Late delivery,1,6,4,2018-01-17 11:45:00,20180117,435
Standard Class,Late delivery,1,5,4,2018-01-16 11:24:00,20180116,436
Standard Class,Shipping on time,0,4,4,2018-01-15 11:03:00,20180115,437
Standard Class,Advance shipping,0,3,4,2018-01-14 10:42:00,20180114,438
Second Class,Late delivery,1,6,2,2015-02-21 16:13:00,20150221,439
Second Class,Shipping on time,0,2,2,2016-12-25 21:03:00,20161225,440
Second Class,Late delivery,1,6,2,2016-03-24 08:50:00,20160324,441
Second Class,Late delivery,1,3,2,2016-02-13 09:25:00,20160213,442
Second Class,Shipping on time,0,2,2,2016-04-03 20:01:00,20160403,443
Second Class,Shipping on time,0,2,2,2015-11-21 05:51:00,20151121,444
Second Class,Late delivery,1,6,2,2016-01-16 15:14:00,20160116,445
Second Class,Late delivery,1,5,2,2015-12-05 02:09:00,20151205,446
Second Class,Late delivery,1,5,2,2016-02-05 13:38:00,20160205,447
Second Class,Late delivery,1,3,2,2016-02-20 23:35:00,20160220,448
Second Class,Late delivery,1,5,2,2016-07-30 14:47:00,20160730,449
Second Class,Shipping on time,0,2,2,2016-05-22 12:25:00,20160522,450
Second Class,Late delivery,1,5,2,2016-07-08 20:46:00,20160708,451
Second Class,Late delivery,1,6,2,2016-08-14 03:12:00,20160814,452
Second Class,Late delivery,1,3,2,2016-11-23 21:38:00,20161123,453
Second Class,Shipping on time,0,2,2,2016-10-17 12:55:00,20161017,454
Second Class,Late delivery,1,6,2,2015-07-28 17:56:00,20150728,455
Second Class,Shipping on time,0,2,2,2015-09-09 04:22:00,20150909,456
Second Class,Shipping on time,0,2,2,2015-06-17 05:54:00,20150617,457
Second Class,Shipping on time,0,2,2,2015-06-26 05:21:00,20150626,458
Second Class,Late delivery,1,3,2,2017-09-27 13:08:00,20170927,459
Second Class,Shipping on time,0,2,2,2016-10-31 18:30:00,20161031,460
Second Class,Shipping on time,0,2,2,2015-07-22 11:58:00,20150722,461
Second Class,Late delivery,1,3,2,2016-12-28 08:26:00,20161228,462
Second Class,Late delivery,1,5,2,2015-10-16 19:44:00,20151016,463
Second Class,Shipping on time,0,2,2,2017-01-29 18:23:00,20170129,464
Second Class,Late delivery,1,5,2,2017-05-05 03:21:00,20170505,465
Second Class,Late delivery,1,4,2,2017-04-11 08:28:00,20170411,466
Second Class,Late delivery,1,3,2,2017-02-18 14:40:00,20170218,467
Second Class,Late delivery,1,4,2,2017-05-11 10:11:00,20170511,468
Second Class,Late delivery,1,6,2,2017-04-07 06:02:00,20170407,469
Second Class,Late delivery,1,3,2,2015-03-18 14:05:00,20150318,470
Second Class,Shipping on time,0,2,2,2017-03-23 07:37:00,20170323,471
Second Class,Late delivery,1,4,2,2017-03-05 03:05:00,20170305,472
Second Class,Late delivery,1,5,2,2015-11-12 02:22:00,20151112,473
Second Class,Late delivery,1,5,2,2016-04-06 00:03:00,20160406,474
Second Class,Late delivery,1,3,2,2016-11-02 03:37:00,20161102,475
Second Class,Shipping on time,0,2,2,2015-12-28 23:29:00,20151228,476
Second Class,Late delivery,1,5,2,2015-12-06 14:56:00,20151206,477
Second Class,Late delivery,1,3,2,2015-11-19 16:53:00,20151119,478
Second Class,Late delivery,1,5,2,2015-11-16 07:58:00,20151116,479
Second Class,Late delivery,1,6,2,2015-12-25 15:58:00,20151225,480
Second Class,Late delivery,1,3,2,2016-04-16 14:24:00,20160416,481
Second Class,Late delivery,1,4,2,2016-07-09 05:42:00,20160709,482
Second Class,Late delivery,1,3,2,2016-07-09 18:08:00,20160709,483
Second Class,Late delivery,1,6,2,2016-04-16 17:23:00,20160416,484
Second Class,Late delivery,1,5,2,2016-06-18 10:17:00,20160618,485
Second Class,Late delivery,1,5,2,2016-12-12 03:12:00,20161212,486
Second Class,Late delivery,1,5,2,2015-09-21 15:24:00,20150921,487
Second Class,Shipping on time,0,2,2,2015-08-21 03:10:00,20150821,488
Second Class,Late delivery,1,5,2,2015-07-02 18:29:00,20150702,489
Second Class,Late delivery,1,6,2,2017-08-31 10:44:00,20170831,490
Second Class,Late delivery,1,6,2,2015-07-17 19:10:00,20150717,491
Second Class,Late delivery,1,5,2,2015-09-03 00:42:00,20150903,492
Second Class,Late delivery,1,5,2,2015-08-04 23:31:00,20150804,493
Second Class,Late delivery,1,5,2,2017-09-24 07:43:00,20170924,494
Second Class,Late delivery,1,5,2,2017-08-15 16:32:00,20170815,495
Second Class,Shipping on time,0,2,2,2017-01-19 18:23:00,20170119,496
Second Class,Shipping on time,0,2,2,2017-02-08 11:21:00,20170208,497
Second Class,Late delivery,1,4,2,2017-09-20 00:32:00,20170920,498
Second Class,Shipping on time,0,2,2,2015-08-16 02:18:00,20150816,499
Second Class,Late delivery,1,6,2,2015-07-19 00:57:00,20150719,500
Second Class,Late delivery,1,3,2,2017-11-10 16:56:00,20171110,501
Second Class,Late delivery,1,3,2,2015-07-16 03:24:00,20150716,502
Second Class,Late delivery,1,3,2,2017-08-16 22:39:00,20170816,503
Second Class,Late delivery,1,6,2,2017-08-14 08:49:00,20170814,504
Second Class,Late delivery,1,3,2,2015-08-08 13:42:00,20150808,505
Second Class,Late delivery,1,5,2,2016-11-10 17:58:00,20161110,506
Second Class,Late delivery,1,3,2,2017-11-08 14:08:00,20171108,507
Second Class,Late delivery,1,3,2,2017-07-25 19:53:00,20170725,508
Second Class,Late delivery,1,6,2,2015-10-14 06:15:00,20151014,509
Second Class,Late delivery,1,5,2,2015-09-25 21:00:00,20150925,510
Second Class,Shipping on time,0,2,2,2015-06-10 02:13:00,20150610,511
Second Class,Late delivery,1,3,2,2017-09-24 04:33:00,20170924,512
Second Class,Shipping on time,0,2,2,2017-11-08 09:03:00,20171108,513
Second Class,Late delivery,1,4,2,2015-09-09 11:02:00,20150909,514
Second Class,Late delivery,1,5,2,2016-12-30 23:09:00,20161230,515
Second Class,Shipping on time,0,2,2,2015-08-31 01:24:00,20150831,516
Second Class,Late delivery,1,6,2,2015-08-13 08:48:00,20150813,517
Second Class,Late delivery,1,6,2,2015-09-26 19:36:00,20150926,518
Second Class,Late delivery,1,5,2,2015-07-11 21:27:00,20150711,519
Second Class,Shipping on time,0,2,2,2015-08-04 20:32:00,20150804,520
Second Class,Late delivery,1,6,2,2015-06-16 09:56:00,20150616,521
Second Class,Late delivery,1,5,2,2017-08-20 17:24:00,20170820,522
Second Class,Late delivery,1,4,2,2015-09-22 23:06:00,20150922,523
Second Class,Late delivery,1,4,2,2015-09-10 02:48:00,20150910,524
Second Class,Late delivery,1,6,2,2015-07-29 21:57:00,20150729,525
Second Class,Late delivery,1,5,2,2015-07-23 17:14:00,20150723,526
Second Class,Late delivery,1,4,2,2016-10-13 22:44:00,20161013,527
Second Class,Late delivery,1,6,2,2015-07-16 11:38:00,20150716,528
Second Class,Late delivery,1,4,2,2015-07-08 02:32:00,20150708,529
Second Class,Late delivery,1,3,2,2017-09-02 00:02:00,20170902,530
Second Class,Late delivery,1,6,2,2017-07-11 15:32:00,20170711,531
Second Class,Late delivery,1,6,2,2015-10-10 14:40:00,20151010,532
Second Class,Late delivery,1,6,2,2015-10-20 05:54:00,20151020,533
Second Class,Shipping on time,0,2,2,2017-08-08 23:53:00,20170808,534
Second Class,Late delivery,1,6,2,2015-10-16 21:19:00,20151016,535
Second Class,Late delivery,1,6,2,2017-08-12 21:47:00,20170812,536
Second Class,Late delivery,1,6,2,2015-10-27 04:19:00,20151027,537
Second Class,Late delivery,1,6,2,2015-09-30 07:41:00,20150930,538
Second Class,Late delivery,1,3,2,2015-10-20 06:25:00,20151020,539
Second Class,Late delivery,1,5,2,2015-06-07 10:38:00,20150607,540
Second Class,Late delivery,1,3,2,2017-08-04 12:52:00,20170804,541
Second Class,Late delivery,1,5,2,2015-08-16 21:03:00,20150816,542
Second Class,Late delivery,1,5,2,2015-07-30 06:53:00,20150730,543
Second Class,Shipping on time,0,2,2,2015-08-03 09:30:00,20150803,544
Second Class,Late delivery,1,4,2,2015-07-09 08:19:00,20150709,545
Second Class,Late delivery,1,4,2,2016-12-02 03:24:00,20161202,546
Second Class,Late delivery,1,6,2,2017-09-28 20:09:00,20170928,547
Second Class,Late delivery,1,6,2,2015-08-10 00:13:00,20150810,548
Second Class,Shipping on time,0,2,2,2017-08-29 10:22:00,20170829,549
Second Class,Late delivery,1,6,2,2015-07-08 23:13:00,20150708,550
Second Class,Late delivery,1,3,2,2017-09-18 10:10:00,20170918,551
Second Class,Late delivery,1,4,2,2015-10-03 09:36:00,20151003,552
Second Class,Late delivery,1,5,2,2015-09-24 09:58:00,20150924,553
Second Class,Late delivery,1,3,2,2015-08-29 22:57:00,20150829,554
Second Class,Late delivery,1,4,2,2015-07-18 18:17:00,20150718,555
Second Class,Late delivery,1,3,2,2017-06-28 18:00:00,20170628,556
Second Class,Late delivery,1,3,2,2017-07-06 08:10:00,20170706,557
Second Class,Late delivery,1,6,2,2017-09-23 08:46:00,20170923,558
Second Class,Late delivery,1,5,2,2015-06-18 14:39:00,20150618,559
Second Class,Late delivery,1,5,2,2016-09-02 16:50:00,20160902,560
Second Class,Late delivery,1,5,2,2017-10-24 11:10:00,20171024,561
Second Class,Late delivery,1,3,2,2015-09-03 13:19:00,20150903,562
Second Class,Late delivery,1,5,2,2015-08-06 17:34:00,20150806,563
Second Class,Late delivery,1,5,2,2015-08-21 16:40:00,20150821,564
Second Class,Late delivery,1,3,2,2015-10-23 23:45:00,20151023,565
Second Class,Late delivery,1,4,2,2015-07-03 20:56:00,20150703,566
Second Class,Late delivery,1,6,2,2017-11-12 17:27:00,20171112,567
Second Class,Shipping on time,0,2,2,2017-08-28 13:21:00,20170828,568
Second Class,Late delivery,1,4,2,2016-10-10 10:39:00,20161010,569
Standard Class,Late delivery,1,6,4,2017-02-26 13:05:00,20170226,570
Standard Class,Late delivery,1,6,4,2017-04-26 08:59:00,20170426,571
Standard Class,Late delivery,1,5,4,2015-03-22 05:19:00,20150322,572
Standard Class,Advance shipping,0,3,4,2015-05-17 03:29:00,20150517,573
Standard Class,Advance shipping,0,3,4,2015-03-09 14:37:00,20150309,574
Standard Class,Late delivery,1,6,4,2015-05-23 07:52:00,20150523,575
Standard Class,Advance shipping,0,2,4,2015-05-19 04:42:00,20150519,576
Standard Class,Late delivery,1,6,4,2017-05-07 05:59:00,20170507,577
Standard Class,Advance shipping,0,3,4,2017-03-10 14:39:00,20170310,578
Standard Class,Advance shipping,0,2,4,2017-01-27 08:34:00,20170127,579
Standard Class,Late delivery,1,5,4,2015-03-09 07:16:00,20150309,580
Standard Class,Advance shipping,0,2,4,2017-06-16 11:53:00,20170616,581
Standard Class,Late delivery,1,5,4,2015-02-04 03:59:00,20150204,582
Standard Class,Advance shipping,0,2,4,2017-02-23 01:42:00,20170223,583
Standard Class,Advance shipping,0,3,4,2017-04-17 06:32:00,20170417,584
Standard Class,Late delivery,1,5,4,2017-01-29 07:21:00,20170129,585
Standard Class,Advance shipping,0,2,4,2017-03-20 18:18:00,20170320,586
Standard Class,Late delivery,1,6,4,2017-03-02 11:41:00,20170302,587
Standard Class,Advance shipping,0,2,4,2017-05-17 15:25:00,20170517,588
Standard Class,Late delivery,1,6,4,2015-05-09 18:02:00,20150509,589
Standard Class,Shipping on time,0,4,4,2015-05-03 13:29:00,20150503,590
Standard Class,Advance shipping,0,3,4,2017-06-06 02:58:00,20170606,591
Standard Class,Advance shipping,0,3,4,2015-02-24 11:18:00,20150224,592
Standard Class,Shipping on time,0,4,4,2015-02-09 10:17:00,20150209,593
Standard Class,Late delivery,1,5,4,2017-03-21 09:33:00,20170321,594
Standard Class,Advance shipping,0,3,4,2017-04-15 12:29:00,20170415,595
Standard Class,Shipping on time,0,4,4,2015-06-01 14:41:00,20150601,596
Standard Class,Late delivery,1,6,4,2017-02-07 17:09:00,20170207,597
Standard Class,Advance shipping,0,2,4,2015-05-12 23:49:00,20150512,598
Standard Class,Advance shipping,0,2,4,2015-01-23 05:13:00,20150123,599
Standard Class,Advance shipping,0,2,4,2017-05-16 13:09:00,20170516,600
Standard Class,Advance shipping,0,3,4,2015-05-13 03:08:00,20150513,601
Standard Class,Late delivery,1,5,4,2017-04-30 14:45:00,20170430,602
Standard Class,Late delivery,1,6,4,2017-02-26 00:50:00,20170226,603
Standard Class,Advance shipping,0,2,4,2017-03-25 03:25:00,20170325,604
Standard Class,Shipping on time,0,4,4,2017-04-17 22:07:00,20170417,605
Standard Class,Shipping on time,0,4,4,2015-05-12 09:27:00,20150512,606
Standard Class,Late delivery,1,6,4,2015-01-23 02:46:00,20150123,607
Standard Class,Advance shipping,0,3,4,2015-01-30 05:13:00,20150130,608
Standard Class,Late delivery,1,5,4,2015-01-29 20:06:00,20150129,609
Standard Class,Shipping canceled,0,2,4,2015-04-03 03:22:00,20150403,610
Standard Class,Shipping canceled,0,6,4,2017-06-07 13:28:00,20170607,611
Standard Class,Shipping canceled,0,6,4,2015-01-15 10:50:00,20150115,612
Standard Class,Shipping canceled,0,5,4,2017-04-06 00:25:00,20170406,613
Standard Class,Shipping canceled,0,3,4,2015-04-09 04:35:00,20150409,614
Standard Class,Shipping canceled,0,4,4,2017-05-05 00:02:00,20170505,615
Standard Class,Shipping canceled,0,6,4,2015-02-28 21:38:00,20150228,616
Standard Class,Shipping canceled,0,2,4,2017-02-04 18:01:00,20170204,617
Standard Class,Shipping canceled,0,2,4,2017-05-11 17:32:00,20170511,618
Standard Class,Shipping canceled,0,5,4,2015-04-02 09:20:00,20150402,619
Standard Class,Shipping canceled,0,3,4,2017-02-12 08:01:00,20170212,620
Standard Class,Shipping canceled,0,4,4,2015-05-17 06:49:00,20150517,621
Standard Class,Shipping canceled,0,5,4,2017-06-20 13:27:00,20170620,622
Standard Class,Shipping canceled,0,3,4,2016-02-12 22:54:00,20160212,623
Standard Class,Shipping canceled,0,4,4,2015-12-27 22:37:00,20151227,624
Standard Class,Shipping canceled,0,6,4,2016-04-05 15:07:00,20160405,625
Standard Class,Advance shipping,0,3,4,2016-03-28 14:57:00,20160328,626
Standard Class,Late delivery,1,6,4,2016-01-19 16:48:00,20160119,627
Standard Class,Late delivery,1,5,4,2016-03-27 12:20:00,20160327,628
Standard Class,Advance shipping,0,2,4,2015-11-04 12:42:00,20151104,629
Standard Class,Advance shipping,0,2,4,2016-10-30 07:28:00,20161030,630
Standard Class,Advance shipping,0,2,4,2016-03-11 23:44:00,20160311,631
Standard Class,Advance shipping,0,3,4,2016-09-19 10:20:00,20160919,632
Standard Class,Advance shipping,0,2,4,2015-12-17 15:58:00,20151217,633
Standard Class,Advance shipping,0,2,4,2016-09-29 21:00:00,20160929,634
Standard Class,Advance shipping,0,2,4,2016-12-01 10:14:00,20161201,635
Standard Class,Advance shipping,0,3,4,2015-11-09 08:09:00,20151109,636
Standard Class,Advance shipping,0,2,4,2015-12-07 00:13:00,20151207,637
Standard Class,Advance shipping,0,2,4,2015-12-01 23:21:00,20151201,638
Standard Class,Shipping on time,0,4,4,2016-01-11 00:42:00,20160111,639
Standard Class,Advance shipping,0,3,4,2016-11-21 10:04:00,20161121,640
Standard Class,Shipping on time,0,4,4,2016-09-18 16:38:00,20160918,641
Standard Class,Late delivery,1,5,4,2015-12-14 22:38:00,20151214,642
Standard Class,Advance shipping,0,2,4,2016-02-05 17:39:00,20160205,643
Standard Class,Late delivery,1,6,4,2016-02-13 05:23:00,20160213,644
Standard Class,Advance shipping,0,3,4,2016-02-26 07:28:00,20160226,645
Standard Class,Advance shipping,0,2,4,2016-11-19 05:41:00,20161119,646
Standard Class,Shipping on time,0,4,4,2015-11-21 17:46:00,20151121,647
Standard Class,Advance shipping,0,2,4,2017-01-05 04:03:00,20170105,648
Standard Class,Advance shipping,0,3,4,2016-10-16 06:58:00,20161016,649
Standard Class,Advance shipping,0,2,4,2015-11-08 09:33:00,20151108,650
Standard Class,Shipping on time,0,4,4,2015-11-10 08:30:00,20151110,651
Standard Class,Shipping on time,0,4,4,2016-01-20 14:10:00,20160120,652
Standard Class,Late delivery,1,6,4,2016-10-16 11:42:00,20161016,653
Standard Class,Late delivery,1,6,4,2016-12-30 14:13:00,20161230,654
Standard Class,Late delivery,1,5,4,2016-09-11 12:48:00,20160911,655
Standard Class,Advance shipping,0,2,4,2016-11-29 17:56:00,20161129,656
Standard Class,Advance shipping,0,3,4,2016-11-06 09:13:00,20161106,657
Standard Class,Shipping on time,0,4,4,2016-10-21 23:25:00,20161021,658
